formula	pmid	canonical_date	canonical_year	naive_year	journal_issue_date	canonical_vs_naive_year_disagree	canonical_vs_issue_year_disagree	boundary_crossing_naive_vs_canonical	date_status
逍遥散	21869903	2011-08-22	2011	2011	2012	False	True	False	estimable
逍遥散	39512328	2024-10-16	2024	2024	2024-10-30	False	False	False	estimable
逍遥散	30699999	2019-01-29	2019	2019	2019-01-29	False	False	False	estimable
逍遥散	37125190	2023-04-14	2023	2023	2023	False	False	False	estimable
逍遥散	38729250	2024-05-09	2024	2024	2024-07	False	False	False	estimable
逍遥散	38586416	2024-03-27	2024	2024	2024-04-15	False	False	False	estimable
逍遥散	35924041	2022-07-18	2022	2022	2022	False	False	False	estimable
逍遥散	34306252	2021-06-29	2021	2021	2021	False	False	False	estimable
逍遥散	37906393	2023-10-31	2023	2023	2023-12	False	False	False	estimable
逍遥散	33935710	2021-04-16	2021	2021	2021	False	False	False	estimable
逍遥散	33654381	2021-02-22	2021	2021	2021	False	False	False	estimable
逍遥散	40450487	2025-05-31	2025	2025	2026-01-10	False	True	False	estimable
逍遥散	35814204	2022-06-23	2022	2022	2022	False	False	False	estimable
逍遥散	36099982	2022-09-12	2022	2022	2023-01-10	False	True	False	estimable
逍遥散	33113425	2020-10-28	2020	2020	2020-12	False	False	False	estimable
逍遥散	29217494	2017-12-05	2017	2017	2018-03-25	False	True	False	estimable
逍遥散	33839698	2021-04-04	2021	2021	2021-04-04	False	False	False	estimable
逍遥散	36914210	2023-04-03	2023	2023	2023-04-03	False	False	False	estimable
逍遥散	33854318	2021-04-06	2021	2021	2021	False	False	False	estimable
逍遥散	35784760	2022-06-16	2022	2022	2022	False	False	False	estimable
逍遥散	38517996	2024-03-22	2024	2024	2024-03-22	False	False	False	estimable
逍遥散	34557092	2021-09-07	2021	2021	2021	False	False	False	estimable
逍遥散	37747031	2023-09-22	2023	2023	2023-09-22	False	False	False	estimable
逍遥散	39371910	2024-09-19	2024	2024	2024	False	False	False	estimable
逍遥散	32479885	2020-05-30	2020	2020	2021-01-10	False	True	False	estimable
逍遥散	37997375	2023-12-25	2023	2023	2023-12-25	False	False	False	estimable
逍遥散	32186021	2019-02	2019	2019	2019-02	False	False	False	estimable
逍遥散	33984458	2021-05-10	2021	2021	2021-08-10	False	False	False	estimable
逍遥散	36762105	2023-01-24	2023	2023	2023	False	False	False	estimable
逍遥散	36120303	2022-09-01	2022	2022	2022	False	False	False	estimable
逍遥散	27169281	2015-12	2015	2015	2015-12	False	False	False	estimable
逍遥散	26508978	2015-10-05	2015	2015	2015	False	False	False	estimable
逍遥散	21141507	2008-05	2008	2008	2008-05	False	False	False	estimable
逍遥散	39957155	2025-02	2025	2025	2025-02	False	False	False	estimable
逍遥散	33350270	2020-10	2020	2020	2020-10	False	False	False	estimable
逍遥散	25663771	2015-02-07	2015	2015	2015-02-07	False	False	False	estimable
逍遥散	26733091	2015-12-18	2015	2015	2016-07-15	False	True	False	estimable
逍遥散	33152435	2020-11-03	2020	2020	2021-03-25	False	True	False	estimable
逍遥散	35716541	2022-06-03	2022	2022	2022-08	False	False	False	estimable
逍遥散	31790818	2019-11-29	2019	2019	2020-03-01	False	True	False	estimable
逍遥散	23243440	2012-11-13	2012	2012	2012	False	False	False	estimable
逍遥散	33167098	2020-07	2020	2020	2020-07	False	False	False	estimable
逍遥散	18562437	2008-06-18	2008	2008	2009-07	False	True	False	estimable
逍遥散	25435286	2014-11-27	2014	2014	2015-02-03	False	True	False	estimable
逍遥散	17647101	2007-07-24	2007	2007	2008-08	False	True	False	estimable
逍遥散	35575477	2022-06-22	2022	2022	2022-10	False	False	False	estimable
逍遥散	36353500	2022-10-24	2022	2022	2022	False	False	False	estimable
逍遥散	30834629	2019-03-04	2019	2019	2019-04	False	False	False	estimable
逍遥散	17617388	2007-06-21	2007	2007	2007-08-08	False	False	False	estimable
逍遥散	32655660	2020-06-19	2020	2020	2020	False	False	False	estimable
逍遥散	35800440	2022-06-21	2022	2022	2022	False	False	False	estimable
逍遥散	29018356	2017-09-22	2017	2017	2017	False	False	False	estimable
逍遥散	15852547	2005-02	2005	2005	2005-02	False	False	False	estimable
逍遥散	34808067	2021-12	2021	2021	2021-12	False	False	False	estimable
逍遥散	31031647	2019-04-12	2019	2019	2019	False	False	False	estimable
逍遥散	31911178	2020-01-03	2020	2020	2020-04-06	False	False	False	estimable
逍遥散	33989991	2021-05-07	2021	2021	2021-07-15	False	False	False	estimable
逍遥散	35051601	2022-01-17	2022	2022	2022-04-24	False	False	False	estimable
逍遥散	27619541	2016-09-09	2016	2016	2016-10-28	False	False	False	estimable
逍遥散	34091149	2021-04-24	2021	2021	2021-07	False	False	False	estimable
逍遥散	30798141	2019-02-21	2019	2019	2019-04	False	False	False	estimable
逍遥散	28348623	2017-03-02	2017	2017	2017	False	False	False	estimable
逍遥散	30581482	2018-11-18	2018	2018	2018	False	False	False	estimable
逍遥散	31412844	2019-08-14	2019	2019	2019-08-14	False	False	False	estimable
逍遥散	31445133	2019-08-21	2019	2019	2020-01-10	False	True	False	estimable
逍遥散	33505499	2021-01-07	2021	2021	2021	False	False	False	estimable
逍遥散	33313251	2020-11	2020	2020	2020-11	False	False	False	estimable
逍遥散	33618131	2021-02-04	2021	2021	2021-04-15	False	False	False	estimable
逍遥散	26186531	2015-07-07	2015	2015	2015-10-01	False	False	False	estimable
逍遥散	22975930	2012-09-13	2012	2012	2013-07	False	True	False	estimable
逍遥散	24716117	2012-01	2012	2012	2012-01	False	False	False	estimable
逍遥散	18198646	2007-12	2007	2007	2007-12	False	False	False	estimable
逍遥散	32135241	2020-03-02	2020	2020	2020-05-23	False	False	False	estimable
逍遥散	30323763	2018-09-28	2018	2018	2018	False	False	False	estimable
逍遥散	28825678	2017-08-21	2017	2017	2017-08-21	False	False	False	estimable
逍遥散	25448502	2014-10-15	2014	2014	2014-12-02	False	False	False	estimable
逍遥散	21718771	2011-06-21	2011	2011	2011-09-01	False	False	False	estimable
逍遥散	24381641	2013-12-02	2013	2013	2013	False	False	False	estimable
逍遥散	30708033	2019-01-29	2019	2019	2019-05-10	False	False	False	estimable
逍遥散	17022948	2006-10-03	2006	2006	2006-11-29	False	False	False	estimable
逍遥散	27141623	2016-02	2016	2016	2016-02	False	False	False	estimable
逍遥散	24459529	2013-12-29	2013	2013	2013	False	False	False	estimable
逍遥散	33192662	2020-10-20	2020	2020	2020	False	False	False	estimable
逍遥散	23134744	2012-11-07	2012	2012	2012-11-07	False	False	False	estimable
麻黄汤	36309114	2022-10-26	2022	2022	2023-02-10	False	True	False	estimable
麻黄汤	37282895	2023-04	2023	2023	2023-04	False	False	False	estimable
麻黄汤	29906536	2018-06-12	2018	2018	2018-10-05	False	False	False	estimable
麻黄汤	36051156	2022-08-26	2022	2022	2022	False	False	False	estimable
麻黄汤	33859560	2021-03-29	2021	2021	2021	False	False	False	estimable
麻黄汤	34017377	2021-04-15	2021	2021	2021	False	False	False	estimable
麻黄汤	38135230	2023-12-20	2023	2023	2024-03-25	False	True	False	estimable
麻黄汤	31606536	2019-10-10	2019	2019	2020-02-10	False	True	False	estimable
麻黄汤	40725914	2025-07-25	2025	2025	2025-07-25	False	False	False	estimable
麻黄汤	38211999	2023-12	2023	2023	2023-12	False	False	False	estimable
麻黄汤	38950796	2024-06-29	2024	2024	2024-11-15	False	False	False	estimable
麻黄汤	36414217	2022-11-19	2022	2022	2023-03-01	False	True	False	estimable
麻黄汤	29600623	2018-02	2018	2018	2018-02	False	False	False	estimable
麻黄汤	36578267	2022-12-19	2022	2022	2022	False	False	False	estimable
麻黄汤	39575390	2024-11-07	2024	2024	2024	False	False	False	estimable
麻黄汤	36045655	2022-08-22	2022	2022	2022	False	False	False	estimable
麻黄汤	39805760	2024-12	2024	2024	2024-12	False	False	False	estimable
麻黄汤	31900519	2020-01-03	2020	2020	2020-08	False	False	False	estimable
麻黄汤	32035217	2020-02-06	2020	2020	2020-05-10	False	False	False	estimable
麻黄汤	35337920	2022-03-23	2022	2022	2022-07-15	False	False	False	estimable
麻黄汤	25660335	2015-02-07	2015	2015	2015-04-22	False	False	False	estimable
麻黄汤	35178922	2022-01	2022	2022	2022-01	False	False	False	estimable
麻黄汤	36278797	2022-12-05	2022	2022	2022-12-05	False	False	False	estimable
麻黄汤	26593045	2015-11-22	2015	2015	2016-07	False	True	False	estimable
麻黄汤	34257680	2021-06-23	2021	2021	2021	False	False	False	estimable
麻黄汤	23754163	2013-06-10	2013	2013	2013-11	False	False	False	estimable
麻黄汤	25011267	2014-04	2014	2014	2014-04	False	False	False	estimable
麻黄汤	21246831	2010-10	2010	2010	2010-10	False	False	False	estimable
麻黄汤	30151032	2018-08-20	2018	2018	2018	False	False	False	estimable
麻黄汤	21144463	2010-12	2010	2010	2010-12	False	False	False	estimable
黄连解毒汤	40770806	2025-08-07	2025	2025	2025-08-07	False	False	False	estimable
黄连解毒汤	39116495	2024-08-07	2024	2024	2024-10-25	False	False	False	estimable
黄连解毒汤	39216772	2024-08-30	2024	2024	2025-01-10	False	True	False	estimable
黄连解毒汤	40573172	2025-05-23	2025	2025	2025-05-23	False	False	False	estimable
黄连解毒汤	35003291	2021-12-31	2021	2021	2021	False	False	False	estimable
黄连解毒汤	35642108	2023	2023	2023	2023	False	False	False	estimable
黄连解毒汤	36061816	2022-08-24	2022	2022	2022	False	False	False	estimable
黄连解毒汤	39099086	2024-08	2024	2024	2024-08	False	False	False	estimable
黄连解毒汤	38812205	2024-04	2024	2024	2024-04	False	False	False	estimable
黄连解毒汤	24744811	2014-03-13	2014	2014	2014	False	False	False	estimable
黄连解毒汤	34196572	2021-12	2021	2021	2021-12	False	False	False	estimable
黄连解毒汤	32411291	2020-05-08	2020	2020	2020	False	False	False	estimable
黄连解毒汤	36442757	2022-11-25	2022	2022	2023-03-01	False	True	False	estimable
黄连解毒汤	33579351	2021-02-12	2021	2021	2021-02-12	False	False	False	estimable
黄连解毒汤	38561055	2024-03-30	2024	2024	2024-06-28	False	False	False	estimable
黄连解毒汤	35365737	2022-04-01	2022	2022	2022-04-01	False	False	False	estimable
黄连解毒汤	38644875	2024-04-12	2024	2024	2024-04-30	False	False	False	estimable
黄连解毒汤	33995016	2021-04-30	2021	2021	2021	False	False	False	estimable
黄连解毒汤	39929661	2025-01	2025	2025	2025-01	False	False	False	estimable
黄连解毒汤	41368345	2025-12-03	2025	2025	2025	False	False	False	estimable
黄连解毒汤	33681222	2021-02-18	2021	2021	2021	False	False	False	estimable
黄连解毒汤	29576800	2018-01-16	2018	2018	2018	False	False	False	estimable
黄连解毒汤	36352898	2022-10-24	2022	2022	2022	False	False	False	estimable
黄连解毒汤	34925005	2021-12-02	2021	2021	2021	False	False	False	estimable
黄连解毒汤	37009506	2023-03-16	2023	2023	2023	False	False	False	estimable
黄连解毒汤	35593365	2023	2023	2023	2023	False	False	False	estimable
黄连解毒汤	33200228	2020-11-11	2020	2020	2021-01	False	True	False	estimable
黄连解毒汤	37533739	2023-07-06	2023	2023	2023	False	False	False	estimable
黄连解毒汤	27143984	2016-04-06	2016	2016	2016	False	False	False	estimable
黄连解毒汤	33303266	2020-12-02	2020	2020	2021-02-20	False	True	False	estimable
黄连解毒汤	38849824	2024-06-07	2024	2024	2024-06-07	False	False	False	estimable
黄连解毒汤	36241360	2022-10	2022	2022	2022-10	False	False	False	estimable
黄连解毒汤	36160407	2022-09-09	2022	2022	2022	False	False	False	estimable
黄连解毒汤	31616320	2019-09-26	2019	2019	2019	False	False	False	estimable
黄连解毒汤	39929631	2025-01	2025	2025	2025-01	False	False	False	estimable
黄连解毒汤	36202056	2022-09-20	2022	2022	2022-12	False	False	False	estimable
黄连解毒汤	35378193	2022-04-01	2022	2022	2022-07-15	False	False	False	estimable
黄连解毒汤	36060004	2022-08-17	2022	2022	2022	False	False	False	estimable
黄连解毒汤	40086110	2025-03-11	2025	2025	2025-08	False	False	False	estimable
黄连解毒汤	28278436	2017-03-06	2017	2017	2017-05	False	False	False	estimable
黄连解毒汤	30111062	2018-07	2018	2018	2018-07	False	False	False	estimable
黄连解毒汤	40370231	2025-05-13	2025	2025	2025-05-13	False	False	False	estimable
黄连解毒汤	25660286	2015-01	2015	2015	2015-01	False	False	False	estimable
黄连解毒汤	33134394	2020-10-19	2020	2020	2020	False	False	False	estimable
黄连解毒汤	33424585	2020-12-04	2020	2020	2020	False	False	False	estimable
黄连解毒汤	34970141	2021-12-14	2021	2021	2021	False	False	False	estimable
黄连解毒汤	33264659	2020-11-29	2020	2020	2021-04-24	False	True	False	estimable
黄连解毒汤	33519941	2021-01-13	2021	2021	2021	False	False	False	estimable
黄连解毒汤	12515215	2000-08	2000	2000	2000-08	False	False	False	estimable
黄连解毒汤	32210825	2020-03-10	2020	2020	2020	False	False	False	estimable
黄连解毒汤	36471936	2022-11	2022	2022	2022-11	False	False	False	estimable
黄连解毒汤	33958856	2021-04-30	2021	2021	2021	False	False	False	estimable
黄连解毒汤	41471304	2025-11-27	2025	2025	2025-11-27	False	False	False	estimable
黄连解毒汤	31964157	2020-01-21	2020	2020	2020	False	False	False	estimable
黄连解毒汤	34168550	2021-06-08	2021	2021	2021	False	False	False	estimable
黄连解毒汤	33645072	2021-01	2021	2021	2021-01	False	False	False	estimable
黄连解毒汤	24199573	2013-07	2013	2013	2013-07	False	False	False	estimable
黄连解毒汤	25700642	2015-02-17	2015	2015	2015-04-22	False	False	False	estimable
黄连解毒汤	26955687	2016-01	2016	2016	2016-01	False	False	False	estimable
黄连解毒汤	34239596	2021-06-21	2021	2021	2021	False	False	False	estimable
黄连解毒汤	26137698	2015-02	2015	2015	2015-02	False	False	False	estimable
黄连解毒汤	24368167	2013-12-22	2013	2013	2014-04-15	False	True	False	estimable
黄连解毒汤	17578317	2007-03	2007	2007	2007-03	False	False	False	estimable
黄连解毒汤	24325064	2013-08	2013	2013	2013-08	False	False	False	estimable
黄连解毒汤	24910405	2014-06-05	2014	2014	2014-08-08	False	False	False	estimable
黄连解毒汤	22097209	2011-10	2011	2011	2011-10	False	False	False	estimable
黄连解毒汤	25335334	2014-09	2014	2014	2014-09	False	False	False	estimable
黄连解毒汤	28807157	2017-04-04	2017	2017	2017	False	False	False	estimable
黄连解毒汤	34718103	2021-10-27	2021	2021	2022-02-10	False	True	False	estimable
黄连解毒汤	36471955	2022-10	2022	2022	2022-10	False	False	False	estimable
黄连解毒汤	16468376	2005-11	2005	2005	2005-11	False	False	False	estimable
黄连解毒汤	17854556	2007-09	2007	2007	2007-09	False	False	False	estimable
黄连解毒汤	22013808	2011-09	2011	2011	2011-09	False	False	False	estimable
黄连解毒汤	17631804	2007-07	2007	2007	2007-07	False	False	False	estimable
黄连解毒汤	18928099	2008-08	2008	2008	2008-08	False	False	False	estimable
黄连解毒汤	21046754	2010-08	2010	2010	2010-08	False	False	False	estimable
黄连解毒汤	17121043	2006-10	2006	2006	2006-10	False	False	False	estimable
黄连解毒汤	17144472	2006-09	2006	2006	2006-09	False	False	False	estimable
黄连解毒汤	20349713	2010-01	2010	2010	2010-01	False	False	False	estimable
黄连解毒汤	20226151	2010-03	2010	2010	2010-03	False	False	False	estimable
黄连解毒汤	30108661	2018-07-18	2018	2018	2018	False	False	False	estimable
黄连解毒汤	18051904	2007-09	2007	2007	2007-09	False	False	False	estimable
黄连解毒汤	19260319	2008-12	2008	2008	2008-12	False	False	False	estimable
黄连解毒汤	18720877	2008-05	2008	2008	2008-05	False	False	False	estimable
黄连解毒汤	17087092	2006-09	2006	2006	2006-09	False	False	False	estimable
黄连解毒汤	26084180	2015-02	2015	2015	2015-02	False	False	False	estimable
黄连解毒汤	25898587	2014-12	2014	2014	2014-12	False	False	False	estimable
黄连解毒汤	24754169	2014-01	2014	2014	2014-01	False	False	False	estimable
